0.0	0.0001	0.99923	0.49989	1.0	14.91771
0.0	0.00011	0.99916	0.49988	1.0	14.90811
0.0	0.00012	0.99911	0.49988	1.0	14.9043
0.0	0.00013	0.99903	0.49987	1.0	14.90148
0.0	0.00014	0.99897	0.49986	1.0	14.89965
0.0	0.00015	0.9989	0.49985	1.0	14.89811
0.0	0.00016	0.99886	0.49984	1.0	14.89785
0.0	0.00017	0.99878	0.49983	1.0	14.89706
0.0	0.00018	0.99873	0.49983	1.0	14.89785
0.0	0.00019	0.99868	0.49982	1.0	14.89445
0.0	0.0002	0.9986	0.49981	1.0	14.89637
0.0	0.00021	0.99854	0.4998	1.0	14.89039
0.0	0.00022	0.99848	0.49979	1.0	14.89593
0.0	0.00023	0.99841	0.49978	1.0	14.89264
0.0	0.00024	0.99838	0.49978	1.0	14.89122
0.0	0.00025	0.99831	0.49977	1.0	14.89056
0.0	0.00026	0.99824	0.49976	1.0	14.89013
0.0	0.00027	0.9982	0.49976	1.0	14.89024
0.0	0.00028	0.99813	0.49975	1.0	14.88701
0.0	0.00029	0.99809	0.49974	1.0	14.89233
0.0	0.0003	0.99801	0.49973	1.0	14.89066
0.0	0.00031	0.99797	0.49973	1.0	14.89375
0.0	0.00032	0.99788	0.49971	1.0	14.89197
0.0	0.00033	0.99784	0.49971	1.0	14.88687
0.0	0.00034	0.9978	0.4997	1.0	14.89484
0.0	0.00035	0.99775	0.4997	1.0	14.89273
0.0	0.00036	0.99766	0.49969	1.0	14.8906
0.0	0.00037	0.99761	0.49968	1.0	14.89227
0.0	0.00038	0.99756	0.49967	1.0	14.88892
0.0	0.00039	0.99751	0.49967	1.0	14.89097
0.0	0.0004	0.99746	0.49966	1.0	14.88946
0.0	0.00041	0.9974	0.49965	1.0	14.89072
0.0	0.00042	0.99735	0.49965	1.0	14.88723
0.0	0.00043	0.9973	0.49964	1.0	14.88892
0.0	0.00044	0.99724	0.49963	1.0	14.89275
0.0	0.00045	0.99718	0.49962	1.0	14.8925
0.0	0.00046	0.99713	0.49962	1.0	14.88981
0.0	0.00047	0.99707	0.49961	1.0	14.89205
0.0	0.00048	0.99701	0.4996	1.0	14.88912
0.0	0.00049	0.99694	0.49959	1.0	14.89008
0.0	0.0005	0.99688	0.49959	1.0	14.88998
0.0	0.00051	0.99682	0.49958	1.0	14.88879
0.0	0.00053	0.99675	0.49957	1.0	14.88787
0.0	0.00054	0.99669	0.49956	1.0	14.89198
0.0	0.00055	0.99662	0.49955	1.0	14.88997
0.0	0.00056	0.99655	0.49954	1.0	14.8928
0.0	0.00058	0.99648	0.49953	1.0	14.89428
0.0	0.00059	0.9964	0.49952	1.0	14.88526
0.0	0.0006	0.99633	0.49952	1.0	14.8912
0.0	0.00062	0.99626	0.49951	1.0	14.88952
0.0	0.00063	0.99618	0.4995	1.0	14.89025
0.0	0.00065	0.9961	0.49949	1.0	14.89057
0.0	0.00066	0.99602	0.49948	1.0	14.89182
0.0	0.00068	0.99594	0.49947	1.0	14.89144
0.0	0.00069	0.99586	0.49946	1.0	14.89162
0.0	0.00071	0.99577	0.49944	1.0	14.89219
0.0	0.00073	0.99569	0.49943	1.0	14.8876
0.0	0.00074	0.9956	0.49942	1.0	14.88775
0.0	0.00076	0.99551	0.49941	1.0	14.89276
0.0	0.00078	0.99542	0.4994	1.0	14.88916
0.0	0.0008	0.99532	0.49939	1.0	14.88745
0.0	0.00082	0.99523	0.49938	1.0	14.89013
0.0	0.00083	0.99513	0.49936	1.0	14.89338
0.0	0.00085	0.99503	0.49935	1.0	14.89048
0.0	0.00087	0.99493	0.49934	1.0	14.89009
0.0	0.00089	0.99483	0.49933	1.0	14.89027
0.0	0.00092	0.99472	0.49931	1.0	14.89167
0.0	0.00094	0.99461	0.4993	1.0	14.89044
0.0	0.00096	0.9945	0.49929	1.0	14.88609
0.0	0.00098	0.99439	0.49927	1.0	14.88899
0.0	0.001	0.99428	0.49926	1.0	14.88821
0.0	0.00103	0.99416	0.49924	1.0	14.89327
0.0	0.00105	0.99404	0.49923	1.0	14.88702
0.0	0.00108	0.99392	0.49921	1.0	14.88846
0.0	0.0011	0.9938	0.4992	1.0	14.89071
0.0	0.00113	0.99367	0.49918	1.0	14.89016
0.0	0.00115	0.99355	0.49917	1.0	14.89147
0.0	0.00118	0.99341	0.49915	1.0	14.89131
0.0	0.00121	0.99328	0.49914	1.0	14.89287
0.0	0.00124	0.99314	0.49912	1.0	14.89121
0.0	0.00126	0.99301	0.4991	1.0	14.89011
0.0	0.00129	0.99286	0.49909	1.0	14.8929
0.0	0.00132	0.99272	0.49907	1.0	14.89199
0.0	0.00135	0.99257	0.49905	1.0	14.88847
0.0	0.00139	0.99242	0.49903	1.0	14.14295
0.0	0.00142	0.99227	0.49901	1.0	14.89092
0.0	0.00145	0.99211	0.49899	1.0	14.89145
0.0	0.00149	0.99196	0.49897	1.0	14.8879
0.0	0.00152	0.99179	0.49896	1.0	14.14543
0.0	0.00156	0.99162	0.49894	1.0	14.14547
0.0	0.00159	0.99146	0.49892	1.0	14.14582
0.0	0.00163	0.99128	0.4989	1.0	14.14378
0.0	0.00167	0.99111	0.49887	1.0	14.14398
0.0	0.00171	0.99093	0.49885	1.0	14.14304
0.0	0.00175	0.99075	0.49883	1.0	14.14316
0.0	0.00179	0.99056	0.49881	1.0	14.14198
0.0	0.00183	0.99037	0.49879	1.0	14.14213
0.0	0.00187	0.99018	0.49876	1.0	14.88849
0.0	0.00191	0.98998	0.49874	1.0	14.14279
0.0	0.00196	0.98979	0.49872	1.0	15.62348
0.0	0.00201	0.98958	0.49869	1.0	15.62073
0.0	0.00205	0.98937	0.49867	1.0	14.88104
0.0	0.0021	0.98916	0.49864	1.0	14.88492
0.0	0.00215	0.98894	0.49862	1.0	14.87631
0.0	0.0022	0.98872	0.49859	1.0	15.62221
0.0	0.00225	0.9885	0.49856	1.0	15.62245
0.0	0.0023	0.98827	0.49854	1.0	15.62557
0.0	0.00236	0.98804	0.49851	1.0	15.62139
0.0	0.00241	0.9878	0.49848	1.0	17.09407
0.0	0.00247	0.98755	0.49845	1.0	16.34706
0.0	0.00253	0.98731	0.49842	1.0	16.34029
